PGAT11, 19.0, 38.0,0,3.5625
PGAT08, 19.0, 38.0,0,3.5625
PGAT13, 19.0, 38.0,0,3.5625
PGAT14, 19.0, 38.0,0,3.5625
PGAT12, 19.0, 38.0,0,3.5625
